,KNE_x,KNE_y,ANK_x,ANK_y,D3M_x,D3M_y,D1M_x,D1M_y,HLX_x,HLX_y,KNE_ANK_length,KNE_ANK_orientation,ANK_D3M_length,ANK_D3M_orientation,ANK_D1M_length,ANK_D1M_orientation,D1M_HLX_length,D1M_HLX_orientation
157,56.92879867553711,286.216796875,84.656982421875,656.3106079101562,62.66360092163086,735.7628173828125,108.32050323486328,729.5203857421875,102.70323944091795,743.6375732421875,371.1310835006906,85.71528842433973,82.44005349283884,105.47276488580566,76.93915639959997,72.08766475696889,15.193703809174549,111.69773155689722
158,56.92879867553711,286.49298095703125,84.6658935546875,656.1444091796875,62.17652893066406,735.5565795898438,107.9637680053711,729.4073486328125,101.36761474609376,743.34326171875,370.6906052483453,85.70880630739917,82.53523084382797,105.81201373732304,76.8781454721176,72.35915154179979,15.418135793885044,115.32915309110822
159,56.246952056884766,286.7494506835937,84.656982421875,656.1444091796875,62.17652893066406,735.5278930664062,107.9637680053711,729.3092651367188,101.36761474609376,743.2537231445312,370.4858501854969,85.60206044489749,82.50520167336987,105.81148777288898,76.78738438993864,72.33063606754153,15.425859682737986,115.3155749528145
160,56.06255340576172,286.7494506835937,84.54527282714844,656.1400756835938,62.17652893066406,735.361572265625,107.9637680053711,729.2533569335938,101.36761474609376,743.24365234375,370.4871106307588,85.59080080141653,82.31892992625266,105.76739778143198,76.77224636256281,72.23951645244793,15.467307570592697,115.24296947533088
161,55.9575309753418,286.776611328125,84.54527282714844,655.8518676757812,62.20065307617188,735.361572265625,108.14608764648438,729.3092651367188,101.9262237548828,743.2537231445312,370.1807718294857,85.57084113553246,82.58980055539517,105.69696106855464,77.15560706695744,72.18852833705441,15.268746378196708,114.03904976002244
162,55.95701599121094,286.8263244628906,84.67005920410156,655.8428344726562,62.344120025634766,735.361572265625,108.1486358642578,729.3092651367188,102.04303741455078,743.34326171875,370.1319001522738,85.55080034231688,82.59344538392568,105.68279010897626,77.126908381604,72.27703632354049,15.304619972202175,113.5118206995525
163,55.95701599121094,286.8704833984375,84.67288208007812,655.8428344726562,63.08948516845703,735.54443359375,108.8809051513672,729.531005859375,103.7634506225586,743.8012084960938,370.0880933270757,85.5498342858224,82.5723193612975,105.15242523637389,77.56271645151747,71.8136243832272,15.160046970489184,109.72840235972032
164,55.8062629699707,286.9408874511719,84.67288208007812,655.8518676757812,63.08948516845703,738.0391235351562,108.8809051513672,731.6113891601562,103.7634506225586,746.3768920898438,370.03863721121087,85.52582515060317,84.97404337760412,104.71433149634828,79.53322247062256,72.27935914976065,15.627169213297517,109.11538519677546
165,55.70683670043945,286.9408874511719,84.67288208007812,656.7344360351562,63.08948516845703,747.0001831054688,108.8809051513672,740.9542846679688,103.7634506225586,757.7133178710938,370.92627348203695,85.5211487704108,92.81028023018897,103.4474800087699,87.62996796047521,73.963313863022,17.522943096348563,106.98031277893624
166,54.5920295715332,286.8704833984375,83.15557098388672,664.6890869140625,59.31142044067383,778.7317504882812,104.6103744506836,776.4302368164062,100.76443481445312,799.3658447265625,378.8967841781087,85.67659442270126,116.5086804930424,101.80933725588244,113.78221817708132,79.13122606978398,23.25582425746184,99.51903890170288
