,KNE_x,KNE_y,ANK_x,ANK_y,D3M_x,D3M_y,D1M_x,D1M_y,HLX_x,HLX_y,KNE_ANK_length,KNE_ANK_orientation,ANK_D3M_length,ANK_D3M_orientation,ANK_D1M_length,ANK_D1M_orientation,D1M_HLX_length,D1M_HLX_orientation
329,71.24606237411503,147.2015740394593,77.3466949462891,407.5232210159304,84.69247932434085,460.70958728790305,64.61510100057573,452.6871571736026,71.2380159378052,459.7323493957521,260.39178564602986,88.65727915841812,53.65883370657114,82.23755527830517,46.85078972332981,106.2297822902988,10.052340553444413,140.30664829528757
330,70.91697835922245,147.80368585586555,77.24401063919069,407.75537452697773,84.22331933975224,464.0978786468508,64.08316378611677,456.6284395720263,70.67022686004641,467.0167606353762,260.02819552612726,88.60584150119399,56.766092198140875,82.96624908145652,50.36432157648652,105.29670820786728,11.932336682795873,86.22859456888004
331,70.93312311172488,148.1576553344727,77.44354515075686,407.92086849212666,83.96569890975954,466.7647994995119,63.86647755702491,459.66915609848206,70.49986124038702,472.81424617767357,259.8442618854201,88.56448977912379,59.20018141244867,83.71318320227343,53.40447924008849,104.71420547493742,14.411417656895216,47.50647851315078
332,71.14455842971805,148.3647501945496,77.67852888107302,408.0915510177614,83.80707569122316,468.3347932815554,63.90567569732668,461.35749397277857,70.56581830978398,476.6000144958498,259.8090079446071,88.55893874409956,60.553114072316745,84.22265765255014,55.01435384512625,104.43237827896527,16.298367591002812,38.42231888967299
333,71.41240415573122,148.4949376106263,77.99627857208253,408.1282970428469,83.77009248733523,469.0113916397097,63.98719120025636,462.13816776275655,70.89824924468998,477.628500556946,259.71691402601795,88.54741581960903,61.15477687934875,84.61920435699012,55.79654294613956,104.49357852616751,16.904209916837445,66.63752071845785
334,71.62443838119509,148.43784074783335,78.26552305221557,408.1479581832888,83.7831071853638,468.6313640594485,64.23726768493654,461.7120796203616,71.54437894821172,476.8519712448122,259.7950386305567,88.53521404241673,60.73322446426592,84.80269942108343,55.37240544812241,104.66903787955452,16.84588006957349,64.13791123169622
335,71.8391733169556,148.38774013519296,78.45885267257692,408.1402563095094,83.78798389434817,467.74895744323754,64.72714233398439,460.67440834045436,72.49756984710699,474.57069168090845,259.8368816021382,88.54015779433126,59.84478897800291,84.89384687546435,54.30064265995981,104.63878069636876,16.05822247033917,59.72939094954809
336,72.001667881012,148.4385073661805,78.51610059738161,408.292282676697,83.87520437240603,467.3005561828616,65.37336177825928,459.91571674346943,73.42694950103764,472.0760425567629,259.9355130446102,88.56388434991698,59.24987208848617,84.81636727165429,53.271455794432235,104.2817115156751,14.746280032653063,55.36891132672264
337,72.06791810989382,148.57550563812262,78.41671609878543,408.50052795410176,83.92365550994877,467.66310958862323,65.73163852691651,459.8650695800783,74.39722776412967,470.23500499725367,260.002638026139,88.60076920109131,59.41337907626425,84.70094077647127,52.9000613560446,103.91078161851216,13.418861233922527,50.87137287018969
338,72.03740272521976,148.84433078765875,78.24548969268803,408.8526773452761,83.78755235672001,468.7546901702883,65.45820741653442,460.7750955581667,74.5799280166626,470.71148796081576,260.0824489405461,88.63221442400696,60.15020534300129,84.73225434587316,53.46179952763377,103.8711446409883,13.116880452390339,49.617108256459275
339,71.9411743164063,149.19876213073738,78.08533859252933,409.256554412842,83.41837854385379,470.7097742080691,64.4559645652771,462.452189254761,73.28656339645387,474.4935419082644,260.1303667360386,88.6465057398319,61.676334170382425,85.02848945404389,54.91116209979039,104.35368937392823,14.95323688603263,52.67125317012675
340,71.84967899322514,149.56751670837411,78.01305160522465,409.91609935760516,82.67581787109378,473.31400852203393,62.9848771095276,465.0731069564822,70.66565923690797,480.82359294891376,260.4215123156192,88.643953463349,63.57741779220141,85.74686776429479,57.18075428256085,105.16275471954208,18.052470231265556,59.77745426727902
341,71.82915182113653,149.89662990570076,78.02261562347415,410.73871841430685,81.77600231170658,475.95316677093524,61.27105541229251,467.7881931304934,67.33158273696901,488.58654003143334,260.91561424458405,88.6399546710071,65.34252856229894,86.65860652525294,59.48599656646805,106.26581801785366,22.265581601275343,69.46597860639747
342,71.89291372299199,150.1521231651307,78.11525716781621,411.552590942383,80.79163742065433,478.4201234817507,59.46765813827518,470.4408906936648,63.82814226150516,496.0159709930422,261.47454682430765,88.63648659510251,66.94269680047323,87.69002217736832,61.8005186978483,107.50656216718174,26.360069231519553,77.71274919290596
343,72.0417608261109,150.2287161827088,78.25423374176029,412.37992534637476,79.87409248352053,480.25514564514185,57.816776180267375,472.74033470153825,60.42453184127811,502.4495386123659,262.2248783957382,88.64238688418939,67.90694515171631,88.65100859493653,63.742060721598115,108.7056667575744,29.94362654094885,84.7374730059532
344,72.2019538879395,150.3024801254273,78.45447378158573,413.1664257049563,78.95995826721195,481.4781799316409,56.64690895080569,474.45770950317404,57.664575099945104,506.91635456085226,262.9382788243667,88.63742395024697,68.31444613509112,89.59756609188287,65.04952815852012,109.61138033144158,32.38438267128084,89.26889802559631
345,72.32460670471194,150.37228460311897,78.55954141616823,413.97030467987076,78.22454948425296,482.6584281921389,55.95591497421267,476.0613246917726,55.86199903488161,509.911121940613,263.6716268468188,88.64505624929767,68.6831173613899,90.28723356286734,66.06460065120595,110.02448349151534,33.70073890580222,91.09136050088178
346,72.39091691970827,150.4534639358521,78.48837146759035,414.6135520935061,77.7540626525879,483.90939216613793,55.62803249359132,477.7440925598147,55.23507032394412,511.9325716018679,264.23051478535206,88.67767986025756,69.29507748158547,90.60906815268814,67.13872055306759,109.92304220296838,34.139206944031265,90.93243233816246
347,72.38685026168825,150.62309780120856,78.26593875885014,415.1650886535646,77.3101670265198,485.1171646118167,55.34686746597292,479.477252006531,54.959223461151154,513.7818199157717,264.60756851950947,88.7268601706825,69.95601526738957,90.7807794540256,68.27675400726007,109.63580490204356,34.30045471070437,90.65332265358349
348,72.30324525833133,150.75421152114876,77.93367185592656,415.55610084533714,76.90926265716556,486.3357856750491,55.15739459991457,480.9859539031985,54.53030767440799,515.9556297302249,264.8620878819943,88.78182252205852,70.78755748179287,90.829927019225,69.28620223366582,109.20881013975384,34.974447292530584,91.03604741932703
