,RKNE_x,RKNE_y,RANK_x,RANK_y,RD3M_x,RD3M_y,RD1M_x,RD1M_y,RHLX_x,RHLX_y
0,97.0845718383789,90.29298400878906,99.34639739990234,332.1610717773437,70.60914611816406,365.4460144042969,89.98839569091797,371.4284057617188,69.02959442138672,382.6555480957031
1,97.0888214111328,90.30921936035156,99.34639739990234,332.1836853027344,70.60914611816406,365.4464721679688,89.98839569091797,371.44091796875,69.02959442138672,382.6594848632813
2,102.05243682861328,99.66560363769533,99.34639739990234,340.0382995605469,70.60914611816406,369.293212890625,89.98839569091797,376.1877746582031,69.02959442138672,385.350341796875
3,107.61914825439452,104.3179702758789,98.25065612792967,341.8188781738281,70.28848266601562,369.293212890625,89.91348266601562,376.1877746582031,67.78258514404297,385.350341796875
4,107.61914825439452,104.3179702758789,98.13582611083984,341.8500061035156,70.28848266601562,369.293212890625,89.89912414550781,376.1993408203125,67.5751724243164,385.350341796875
5,107.61914825439452,104.3179702758789,98.13582611083984,341.8500061035156,70.28848266601562,368.4334106445313,89.83378601074219,376.1993408203125,67.5751724243164,384.5268859863281
6,107.30096435546876,103.70581817626952,98.25065612792967,341.8188781738281,70.28848266601562,367.91156005859375,89.78972625732422,375.7147216796875,67.38108825683594,384.2185668945313
7,105.62407684326172,103.31780242919922,98.36822509765624,341.0709533691406,70.28848266601562,366.6557312011719,89.78972625732422,375.3363952636719,67.49800872802734,383.535400390625
8,105.62407684326172,102.63204193115234,98.44090270996094,340.1764831542969,70.47972106933594,365.2828369140625,89.78972625732422,373.6294555664063,67.5751724243164,382.4242248535156
9,105.41385650634766,102.21623229980467,98.48495483398438,338.7928161621094,70.7608413696289,363.3336486816406,89.78972625732422,370.7053527832031,67.73098754882812,380.9887390136719
10,105.29644012451172,100.61096954345705,98.87516021728516,338.7928161621094,72.35065460205078,363.3336486816406,91.14979553222656,370.7053527832031,70.63375854492188,380.9887390136719
11,105.29644012451172,100.61096954345705,101.3388442993164,338.7928161621094,75.6240234375,363.3336486816406,94.6087417602539,370.7053527832031,75.16446685791016,380.9887390136719
12,104.43169403076172,100.61096954345705,101.3388442993164,338.8668518066406,77.06468200683594,365.9289855957031,95.39578247070312,373.1793823242188,77.56607818603516,382.91217041015625
13,103.72877502441406,102.71062469482422,101.3388442993164,342.1921691894531,77.06468200683594,370.2300720214844,95.99030303955078,376.0651245117188,77.56607818603516,387.5716857910156
14,103.2914581298828,104.2778778076172,100.99114227294922,344.4922180175781,77.06468200683594,371.655029296875,95.99030303955078,377.4392395019531,77.56607818603516,389.11322021484375
15,102.43694305419922,104.8956527709961,99.43443298339844,344.6124572753906,75.59303283691406,371.655029296875,95.99030303955078,377.8370056152344,76.59013366699219,389.11322021484375
16,102.43694305419922,105.34098815917967,98.44951629638672,344.7240905761719,75.04924774169922,371.655029296875,94.7461395263672,377.8370056152344,76.17987060546875,389.11322021484375
17,102.43694305419922,105.90895080566406,97.66588592529295,344.83642578125,74.56907653808594,371.0089416503906,94.08358764648438,377.8370056152344,75.97620391845703,388.73248291015625
18,103.3346939086914,107.55120086669922,96.62708282470705,345.1876220703125,73.99951934814453,369.6622009277344,94.06090545654295,376.5649719238281,75.87648010253906,387.7890319824219
19,104.74312591552734,108.99344635009766,94.87841796875,345.1876220703125,72.18537902832031,368.1990966796875,91.92347717285156,376.0223693847656,74.17192840576172,387.1325988769531
20,105.0327377319336,109.08086395263672,94.03321075439452,344.83642578125,70.68936157226562,367.8377380371094,90.65706634521484,375.1213684082031,72.72189331054688,386.4131774902344
21,105.0327377319336,109.11687469482422,92.4593734741211,344.3267517089844,69.02418518066406,365.8030700683594,88.57449340820312,373.6075744628906,69.30292510986328,385.0932312011719
22,105.0327377319336,109.15515899658205,92.4084243774414,344.3267517089844,69.00003051757812,365.8030700683594,88.57449340820312,373.6075744628906,69.05889129638672,384.9817810058594
23,105.0327377319336,109.28845977783205,92.33477783203124,344.3267517089844,68.9677963256836,365.8030700683594,88.57079315185547,373.6075744628906,69.02067565917969,384.9817810058594
24,105.0327377319336,109.48131561279295,92.16272735595705,344.4441833496094,68.8548812866211,366.3503723144531,88.56062316894531,373.8173828125,69.01866149902344,385.0932312011719
25,105.1744384765625,110.94845581054688,92.04926300048828,345.2731018066406,68.70266723632812,366.9261169433594,88.46178436279297,374.2218627929688,68.86837005615234,384.9817810058594
26,106.29217529296876,112.70040130615234,91.9543685913086,345.2731018066406,68.09123992919922,366.9261169433594,88.27294158935547,374.2218627929688,67.99754333496094,384.9817810058594
27,106.8823013305664,113.54042053222656,91.5521469116211,345.2731018066406,67.34402465820312,366.9261169433594,87.65005493164062,374.2218627929688,66.82012176513672,384.9736328125
28,106.8823013305664,113.6985855102539,91.37662506103516,344.7100830078125,66.8103256225586,365.2872924804688,86.98026275634766,372.7306213378906,65.66239929199219,383.4009399414063
29,106.8823013305664,113.6985855102539,91.37662506103516,344.1973876953125,66.13622283935547,362.736572265625,85.99990844726562,370.3511047363281,65.52375793457031,381.2698974609375
30,106.66922760009766,113.6985855102539,91.37662506103516,342.7507629394531,66.13622283935547,360.40045166015625,85.99990844726562,368.2208862304688,65.52375793457031,379.8590393066406
31,105.81159973144533,112.90899658203124,92.02576446533205,340.64752197265625,66.13622283935547,358.9139709472656,85.99990844726562,366.4031677246094,65.52375793457031,377.9680786132813
32,104.35633087158205,107.99586486816406,94.5691146850586,336.8998107910156,67.07505798339844,355.72100830078125,87.01632690429688,363.3810729980469,67.36196899414062,375.0835876464844
33,101.69501495361328,102.1794204711914,97.89735412597656,331.3119506835937,70.43439483642578,348.1849670410156,89.8724136352539,357.6994323730469,71.31647491455078,368.8611450195313
34,101.25447082519533,91.19446563720705,99.41494750976562,325.711669921875,,,92.00994110107422,350.3500061035156,71.31647491455078,362.5018310546875
35,101.25447082519533,91.19446563720705,99.41494750976562,323.6971740722656,,,92.00994110107422,347.9773864746094,71.31647491455078,356.2942199707031
36,101.25447082519533,91.19446563720705,99.41494750976562,323.6971740722656,,,92.00994110107422,347.9773864746094,71.01006317138672,356.2942199707031
37,103.79489135742188,93.26616668701172,95.74078369140624,323.6971740722656,,,88.54457092285156,347.9773864746094,67.6441650390625,356.2942199707031
38,104.47615814208984,104.58332061767578,93.36668395996094,332.6293334960937,,,88.23442077636719,354.9209899902344,67.6441650390625,361.9107055664063
39,104.47615814208984,106.8569793701172,92.3179931640625,335.34674072265625,66.87943267822266,352.9105224609375,87.00425720214844,358.0447998046875,67.48532104492188,362.8751220703125
40,104.47615814208984,106.8569793701172,92.27723693847656,335.34674072265625,,,84.73173522949219,358.0447998046875,63.589473724365234,362.8751220703125
41,104.10887908935548,106.8569793701172,89.07270812988281,335.34674072265625,,,81.7629165649414,358.0447998046875,63.589473724365234,362.8751220703125
42,103.94963836669922,106.36071014404295,89.07270812988281,334.1804504394531,,,81.48551177978516,355.88287353515625,63.16959381103516,360.552490234375
43,103.86238861083984,104.8519515991211,89.07270812988281,332.9419250488281,,,81.48551177978516,351.1815185546875,63.00691986083984,355.68463134765625
44,103.86238861083984,103.66101837158205,89.09866333007812,330.5342102050781,,,81.48551177978516,344.0688781738281,59.51749801635742,345.38555908203125
45,103.84561920166016,102.73786163330078,89.74490356445312,329.07635498046875,,,81.6109619140625,340.36669921875,59.51749801635742,341.5503845214844
46,103.84561920166016,102.70689392089844,90.67932891845705,328.3296203613281,,,83.27751159667969,339.1549377441406,59.51749801635742,340.7800598144531
