,LKNE_x,LKNE_y,LANK_x,LANK_y,LD3M_x,LD3M_y,LD1M_x,LD1M_y,LHLX_x,LHLX_y
0,108.91348266601562,57.83806228637695,110.80419921875,315.1463623046875,148.75613403320312,351.2230224609375,115.5924072265625,344.098876953125,119.75100708007812,369.3808898925781
1,109.25875854492188,57.83806228637695,110.83633422851562,315.1463623046875,148.82147216796875,351.3016052246094,115.5933837890625,344.1140441894531,119.75100708007812,369.4280090332031
2,109.27658081054688,57.83806228637695,110.83633422851562,315.1463623046875,148.82608032226562,351.36236572265625,115.71112060546875,344.1608581542969,119.75100708007812,369.4280090332031
3,109.34091186523438,57.3157844543457,110.80419921875,314.9074401855469,148.82608032226562,351.3714599609375,115.71112060546875,344.2494201660156,119.64883422851562,369.4280090332031
4,109.37991333007812,56.80264663696289,110.79620361328125,314.9074401855469,148.82608032226562,351.5400695800781,115.71112060546875,344.3812866210937,119.54962158203125,369.4666137695313
5,109.37991333007812,56.7755012512207,110.79620361328125,314.9074401855469,148.7977905273437,351.5863342285156,115.64617919921875,344.6220092773437,119.31069946289062,369.4666137695313
6,109.62432861328125,56.33169937133789,110.79620361328125,315.2513427734375,148.58889770507812,351.78448486328125,115.3739013671875,345.07684326171875,119.0433959960937,369.4666137695313
7,109.95901489257812,56.19670867919922,111.1217041015625,315.9723815917969,148.33270263671875,352.2281799316406,115.30963134765625,345.3997802734375,118.9796142578125,369.6939392089844
8,110.5999755859375,55.62971496582031,111.25485229492188,316.3785095214844,148.30545043945312,352.5184020996094,115.23165893554688,346.0318298339844,118.72079467773438,369.9253845214844
9,111.58251953125,53.56074905395508,111.25485229492188,316.4838256835937,148.27566528320312,352.5399475097656,115.23165893554688,346.11285400390625,118.69366455078125,370.0103759765625
10,111.61785888671875,53.27672958374024,111.25485229492188,316.59405517578125,148.03457641601562,352.739013671875,115.23165893554688,346.23797607421875,118.679931640625,370.2366333007813
11,111.67935180664062,52.81903076171875,110.8289794921875,316.59405517578125,148.03457641601562,352.8109130859375,115.2396240234375,346.3383178710937,118.67404174804688,370.3234558105469
12,112.03701782226562,52.79921722412109,110.76348876953125,316.59405517578125,148.03457641601562,352.8407592773437,115.462890625,346.6381530761719,118.53866577148438,370.78118896484375
13,112.63644409179688,52.73466491699219,110.7496337890625,316.59405517578125,148.26080322265625,353.07452392578125,115.70474243164062,346.662841796875,118.51318359375,370.9300842285156
14,112.99911499023438,52.4862060546875,110.7496337890625,316.6534118652344,148.57485961914062,353.3984375,115.755615234375,346.8128356933594,118.51318359375,371.1531372070313
15,112.99911499023438,51.577667236328125,110.7496337890625,316.7251281738281,148.57485961914062,353.3984375,115.76083374023438,347.1086730957031,118.38406372070312,371.1531372070313
16,112.99911499023438,51.41889572143555,110.77865600585938,316.6762084960937,148.57485961914062,353.3984375,115.76083374023438,347.1086730957031,118.38302612304688,371.1531372070313
17,112.99911499023438,51.3489875793457,110.77865600585938,316.7251281738281,148.5633544921875,353.08380126953125,115.755615234375,347.1086730957031,118.38134765625,371.1293640136719
18,112.99911499023438,51.32987594604492,110.77865600585938,316.6762084960937,148.5477294921875,352.8346252441406,115.64862060546875,346.64434814453125,118.38134765625,371.02685546875
19,113.1185913085937,50.911319732666016,110.48391723632812,316.71630859375,148.4488525390625,352.64434814453125,115.63739013671875,346.3754577636719,118.36456298828125,370.9643249511719
20,113.13818359375,50.76827621459961,110.12918090820312,316.70770263671875,148.4198608398437,352.6056823730469,115.475341796875,346.27734375,118.35317993164062,370.9643249511719
21,113.23281860351562,50.59971618652344,110.12918090820312,316.71630859375,148.25961303710938,352.4832458496094,115.40896606445312,345.9615478515625,118.2803955078125,370.9643249511719
22,113.31991577148438,50.59971618652344,110.12918090820312,316.71630859375,148.19256591796875,352.3493347167969,115.3648681640625,345.936767578125,118.2803955078125,371.1037292480469
23,113.3201904296875,50.38623428344727,110.14303588867188,316.9618835449219,148.12210083007812,352.2045593261719,115.3648681640625,345.9615478515625,118.2803955078125,371.1037292480469
24,113.3201904296875,50.33415222167969,110.14303588867188,316.9618835449219,148.12210083007812,351.92987060546875,115.40896606445312,345.936767578125,118.3262939453125,371.1037292480469
25,113.35354614257812,50.33415222167969,110.14303588867188,316.9618835449219,148.19256591796875,351.8193359375,115.46844482421875,345.936767578125,118.48495483398438,371.114013671875
26,113.35354614257812,49.79165267944336,109.96597290039062,316.9053955078125,148.23947143554688,351.80694580078125,115.53680419921875,345.9633178710937,118.56466674804688,371.1025390625
27,113.45748901367188,49.79165267944336,109.96493530273438,316.9053955078125,148.23947143554688,351.7354736328125,115.83810424804688,345.9927062988281,118.817138671875,371.0951232910156
28,113.45748901367188,49.79165267944336,109.88381958007812,316.9053955078125,148.23947143554688,351.5877990722656,115.90097045898438,346.2800598144531,118.93649291992188,371.0491027832031
29,113.85354614257812,49.81760025024414,109.79531860351562,317.0337219238281,148.17269897460938,351.4189453125,115.93218994140625,346.339111328125,118.98443603515625,370.7283020019531
