,RKNE_RANK_length,RKNE_RANK_orientation,RANK_RD3M_length,RANK_RD3M_orientation,RANK_RD1M_length,RANK_RD1M_orientation,RD1M_RHLX_length,RD1M_RHLX_orientation
0,255.5701633520312,88.05043869083094,79.21362480298761,105.02902745652564,78.92060894202332,86.05630305822403,17.292795186495827,97.73083412076032
1,253.50424295273748,88.66514499673558,79.21362480298761,105.02902745652564,78.92060894202332,86.05630305822403,17.272611412143622,97.22092060330333
2,252.2770137620951,89.72959524469964,79.21362480298761,105.02902745652564,78.92060894202332,86.05630305822403,17.272611412143622,97.22092060330333
3,251.91256134515743,90.70524210728156,79.08530900136634,104.72792935062456,79.00327619820803,85.74054621432803,17.403088436003586,97.39513240926088
4,251.4961031418715,91.45942994298366,78.99259338167576,104.0939238246394,79.23287417154374,85.13289510276081,17.559809564466132,97.55489109272617
5,251.26984646331752,91.665613772963,78.75426153673865,103.62666237268628,79.52904784055522,84.69039990483517,17.572318318182955,97.43153237979912
6,250.8974437225565,91.77891936597564,79.09034317020763,103.13182305054008,80.03272793631805,84.38407586820574,17.604829122261837,97.43488390934677
7,250.84773125150872,91.96881189193071,79.32672282765283,102.47771983676532,80.5454912523831,83.83381860267744,17.60399705081515,97.41410239765317
8,249.82015523891897,91.76048767142542,80.4990764195369,101.69419265362124,81.99329246179228,83.37898504103578,17.668952238780406,97.38232839397796
9,250.71454507385351,91.31441176068724,80.88453889556232,101.16272640347692,82.45716751765553,83.06669877186063,17.672770112285264,97.25187096111388
10,252.0467430672176,90.8996250146112,81.54887085892096,100.56980943869485,83.31637381228472,82.77272463913316,17.699913279557176,97.377038285609
11,251.6806688777085,90.9009336436172,81.97148241461113,100.62156707530124,83.6936674443869,82.87744800988519,17.70102671768695,98.0611335859027
12,251.6806688777085,90.9009336436172,81.98123070959427,100.62028940964308,83.6936674443869,82.87744800988519,17.73891859714788,98.88362950055208
13,251.05699688157705,91.35412003840143,82.16044136610076,100.67417116751038,83.81018956661461,82.962464532896,17.612233168762753,98.948052470381
14,250.73130914423427,91.92969505795163,81.76332528624576,101.027404184554,83.37514379187627,83.18951864343678,17.545935153964233,99.26909170990037
15,250.29464512496844,92.82849690346468,81.83307269760284,100.87978953892863,83.39696537254618,83.06511825868,17.57103779494988,99.75787723769392
16,249.99650758774092,93.15452100691724,81.87571837323908,100.81240908964092,83.40478967454247,83.02106659171362,17.55309326743151,99.65061828030616
17,249.8503719517948,93.74688600570666,82.19052446602448,100.76426828486694,83.67761256646807,83.02078728098131,17.534299454325474,98.91809250130814
18,249.8174243124265,94.2698301342209,82.42940630652218,100.7256913163551,83.8742192043753,83.00456374833092,17.529614359981046,98.81996998708836
19,249.33532747872923,94.2676864887442,82.8003029012277,100.7089088028869,84.21780207584226,82.98435532695754,17.542106357919234,98.81379042209632
20,249.33532747872923,94.2676864887442,82.8141135683485,100.71091596910097,84.21780207584226,82.98435532695754,17.53822691139385,98.73167326736863
21,249.24314125784352,93.97358803438324,82.8349838367974,100.70818548510736,84.21780207584226,82.98435532695754,17.532499645012734,98.69249982356962
22,249.41942456088952,93.47633126068044,82.44545450689616,100.40537804304137,83.8708259231814,82.62525337848824,17.584748208426056,98.28525369413885
23,249.49767248999308,92.96894879458132,82.33654048609114,99.8202181308491,83.90569635417894,82.13534989143874,17.551693238860377,97.15997301237807
24,249.62598223914696,92.51618785040854,82.2823122927079,99.40095123174318,83.98303959186786,81.75343790090103,17.54267373036168,96.53791684661452
25,250.15265296076623,92.25569732885644,81.94435494495737,99.35112027685622,83.60453335412068,81.64517056372891,17.5975993890236,96.2880304055184
26,250.4603808358888,91.65613254012057,82.0081998149451,99.3102570764548,83.66522779815875,81.67431398594574,17.578914054924716,95.89180940308916
27,250.64987063120947,91.34438419461716,82.04653565396109,99.27126833146856,83.63882194277001,81.67765668160659,17.563397989796268,95.659581579525
28,250.7969642805053,91.29021688510556,81.92417737700728,99.27748483928993,83.50269217723347,81.6741457632886,17.54479261372841,95.44671584406366
29,250.91683051600455,91.29076795699646,81.8516448067991,99.32221056931452,83.37463617499711,81.66732902437974,17.531170438059128,95.39460590213916
30,251.32234899132345,91.4017150202075,81.58864538554461,99.12281562000425,83.05170986190105,81.32003094658994,17.525960361619134,95.2111255990482
31,251.79411181993723,91.86241017767234,80.89490391127994,98.49529801584538,82.51169403018713,80.60976685988335,17.404235363968116,92.956308773335
32,252.88705596766013,91.95158327196312,78.60468832630994,98.74472768158957,79.93178034908595,80.30557925427917,17.258438212207324,92.04876058229084
33,254.5518006943569,91.96371621030568,75.98019995452998,99.06926206600863,77.28631989905331,79.98626546295658,17.18605353784895,91.98697002449715
34,255.9782369114073,91.91412941386072,73.46940580797154,99.59867444564904,74.67844484940854,79.85888253772472,17.151989673342005,91.93774860528342
35,256.13631608760426,91.87761624812248,71.74339724500389,99.90897476995376,72.91728470501432,79.74876447327513,16.972350681054227,92.37812542194236
36,256.569451458444,91.71555841176844,70.7653642053399,100.6326268271251,71.83152824914382,80.16830394409332,16.745852142094705,92.6798117181245
37,256.7166608328066,91.67433198311444,69.28174018845115,101.0007475888104,70.3182027391636,80.03412550194771,17.07402774917478,92.908579941611
38,257.21596258154904,91.4120327995711,65.76475636624869,102.94855110873485,66.20964997607418,80.70857890618504,17.137426000290688,95.72213127900876
39,253.856649043329,90.4965845824977,63.39436492367064,107.32139983943844,62.53734972201925,84.05400308917355,17.30722788283865,99.8513419458542
40,252.64013069693772,90.60862034919394,62.85956405364475,108.87712474507816,62.29390578422208,85.37187605133425,17.23764534631412,101.58959440099623
41,252.62117186483584,91.03000710461151,62.03676756666994,109.19665108005134,61.8370006526256,85.71089601631117,17.576573398181154,103.14628548814962
42,252.37231203061364,91.35915643369164,60.97486904428674,109.61058713488282,61.21756803637184,85.80461548079982,17.52638984688834,103.39000905127888
43,251.9363839966884,91.51240826416264,59.29815294728778,110.18998777225173,59.861444817311394,86.27733526308522,17.074755895065824,106.57734834914086
44,251.9616388218535,91.71619543109568,57.77987672853254,112.79368021473772,58.14105491108131,89.7959030277825,14.037563378310672,109.11039669579894
45,252.12295203569715,91.96889104627488,55.68306231383575,116.27194826033814,55.90980295633583,92.14976956135736,11.816187098045717,126.70167671673477
46,252.57521545029255,91.97216635565924,52.896031423894414,117.43380412612572,,,7.65838430686998,133.87175996341682
47,252.76587429264336,91.57330406711608,51.447501800603874,119.83141184241966,,,7.825941616266792,154.73801395026788
48,253.17539931382487,91.25268785316682,48.07084822967512,120.77862693142204,,,8.249492227196704,173.34830567717793
49,252.14554825677385,91.16659294950604,46.66140740532689,119.33518733040488,,,7.712203893077381,192.27107579530505
50,253.05866517138665,90.57467054848436,,,,,11.480055017031722,210.58311898439888
51,253.85242450658205,90.17712104168582,,,,,13.86586366387437,217.91525578377653
52,253.56064015639487,89.75524830359056,,,,,11.772895870914637,201.69364153217
53,250.40264152705305,89.39942575096991,,,,,11.230575181169078,211.08598817245596
54,250.097295750327,88.99509657079105,,,,,14.834014792878868,223.1217333456512
55,248.2197941130592,88.81060325542329,,,,,12.074357173639855,148.3393418626461
56,245.13570529118576,88.46665900829309,,,,,9.92786201581128,166.8090871942921
57,243.67719308579728,88.45747909538298,,,,,7.681958433316604,182.9382030679711
58,243.01215589812853,88.6309609778029,,,,,7.842331961506559,211.16109043109284
59,240.75125361110776,88.80952129938224,,,,,8.654589426658177,221.94588159620372
60,240.03945453638664,88.92453551781482,,,,,7.782460702690653,230.75203806563093
61,238.40392922830597,89.26361129132928,,,,,4.883210363200369,173.29309180189617
62,238.17535582380103,89.30445799963309,,,,,5.054093565991471,177.08331181916458
63,238.1751093214584,89.30935982934851,,,,,4.989100233973991,177.0452824325027
64,238.5440183865745,89.37008348196245,,,,,8.331540075033594,228.88283893485576
65,238.805483117631,89.36931237350139,,,,,8.190123037889645,228.0134936639904
66,239.08474020502425,89.37004906247124,,,,,7.741603280083205,229.59733631083355
67,239.16745425181747,89.35366468752848,,,,,7.7085166971985215,229.95407083209585
68,239.16800986301124,89.34197168020302,,,,,7.53891134058431,229.93587909813004
69,239.24998577924995,89.46930943499784,,,,,6.768105608237331,231.25674357365045
70,239.3340038496315,89.33379569759532,,,,,6.200008255493356,236.68911833825769
71,239.57485003731983,89.26329098649819,,,,,5.497288471230323,243.18160839334237
72,239.81319938130807,89.29675059435269,,,,,5.511072988150492,245.36338402797185
73,240.7085408160796,89.29936653716285,,,,,5.266608941843843,244.4963168615488
74,246.1644534667097,89.49198917953773,,,,,5.927257667243136,111.274119747323
75,251.2614030286352,89.53843576773889,,,,,10.654232552499863,99.06238731303311
76,255.1750032672432,89.56071369477036,56.14703586142068,107.8394312937441,56.17479645908508,85.35577396753315,10.997762898981366,110.015075023919
77,256.21464870141915,89.41349847148281,59.863712858504165,107.63178161401504,59.60567761354409,84.89920280878351,15.803270530909938,108.24953552051208
78,256.31473146317165,89.4046744767443,59.80950109659418,107.75740388887064,59.62743366693607,84.77147963736323,16.00954749486645,108.6533831502454
79,256.98311937718694,89.25617293292865,62.07143591275444,107.59186058538178,61.09159187891084,84.8659546359616,16.20986121890625,109.067514527164
80,257.8354763964268,89.0112917834616,63.71993062018797,107.754348880247,62.393101012809296,85.43593621209288,16.956533030680514,106.55459630312536
81,259.2155818680319,88.82306880990895,64.117571194019,107.97192334573772,62.705655481860106,85.5872629037779,17.670643615494445,105.67328024850949
82,260.2127366407907,88.59118226388068,65.55629676408306,107.3291441665651,64.28841854331843,85.392790612412,18.322487898351586,104.79564156083472
83,259.5850911485068,88.28335888666106,67.82356730998848,106.5388852326096,66.75519400456358,85.11481115005853,18.309253616978943,104.4520759780172
84,260.77938386995146,88.19718961804921,69.4101690719281,105.8810112605454,68.44202188764191,84.94316516849024,18.327479088806843,104.57819121364771
85,259.1180862240543,87.77436884055376,71.52481967021298,105.31228138699734,70.56669431251707,85.02755972747401,18.25949882606219,103.72678945486943
86,258.8769948284425,87.49409678715057,73.85038100297413,104.65098783452238,73.00922594841461,84.9313226657515,18.164091494342266,103.65479431406868
87,258.8714526204878,87.27356310631691,74.81674204116409,104.20022633327176,74.15337191561909,84.72038041440312,17.977895810992965,103.73088252479018
