,RKNE_RANK_length,RKNE_RANK_orientation,RANK_RD3M_length,RANK_RD3M_orientation,RANK_RD1M_length,RANK_RD1M_orientation,RD1M_RHLX_length,RD1M_RHLX_orientation
0,338.6019682189943,105.1825691301256,156.06243438340096,98.670415677248,145.96850602635558,84.44409468472516,36.441047299555024,102.2788893397943
1,338.93978156326153,105.39160013737752,155.85595525152382,98.1575931736368,146.1156059921564,83.87968130678054,37.33253495668284,100.50154824602014
2,339.49547609032913,105.72867299967172,155.73971849086655,97.85365022032964,146.22726384997426,83.48438061433696,37.577735066574846,100.65115456701496
3,338.09374979372035,106.34172386893874,157.0584309404288,96.42206641328042,146.91197840378294,82.40943541122759,40.17747262586236,96.16725742787062
4,337.8703364043616,106.86124408010885,158.52602850487747,94.4336839363678,147.36712639717686,81.24137831982101,42.3932770842582,91.80189686233952
5,337.63404881803154,107.2086762154788,158.57148431415334,93.56526168936028,147.306870853014,78.37627761687216,45.011994632597656,88.99911534288756
6,337.6385469871644,107.2285027391062,157.25642833439855,89.74101066949527,146.66525636280437,75.37732704793852,44.42450042760122,85.39556708395577
7,339.23508372517995,106.58587032298954,156.21598942387456,87.61894307816978,143.0429554758062,74.32028901997028,50.270677934395856,80.5650735474244
8,339.74117507632843,104.8742755581019,156.11238608452712,86.34856334490836,143.16703312226454,72.69479306157221,50.37864248800196,83.64643935052052
9,338.35460465463615,102.90040287003616,156.2421937816809,86.7014134728356,143.91219875602766,72.29704423062242,49.26790833828748,88.35563704848057
10,329.9209587750009,100.91260024690423,157.17920245220088,87.14292561416435,147.37946269969558,72.51673222594096,53.32573786131102,87.49049992076134
11,322.5074587908146,97.53511471331646,155.4127736643058,86.63164320318937,146.49323201015733,72.79405196772251,203.32947178694303,18.00624300915525
12,315.2402720267226,92.2816835196409,153.3259896387155,85.4207341145278,,,198.7184122558118,24.96302377810317
13,320.67725310953807,87.64661559253558,,,,,,
14,326.6867207728351,86.24284481195568,,,,,,
15,329.3819594873457,85.31588445081086,133.34781948620494,89.19119831548421,128.71378866026518,75.3748745527248,38.548253768830016,85.6318255840751
