,LKNE_LANK_length,LKNE_LANK_orientation,LANK_LD3M_length,LANK_LD3M_orientation,LANK_LD1M_length,LANK_LD1M_orientation,LD1M_LHLX_length,LD1M_LHLX_orientation
0,259.9948682133395,92.80333168431603,70.04336258458036,76.06679277230411,71.3467792427128,97.47315496875464,,
1,260.288642524644,92.912052322898,69.82930303781545,76.03147162797197,71.0646081856565,97.40480767510326,,
2,260.36718692143774,92.99159193014896,69.72128802967647,75.99171174936745,70.89031277496993,97.32385612454888,,
3,260.493533507544,93.09923535147853,69.79459204959451,75.92711143962254,70.84498542101693,97.2904465550837,,
4,260.59155418889,93.37784613685469,70.27339648717502,75.53386301856881,70.61740440782714,97.2371633705117,,
5,261.0857759861234,93.4846548093291,70.45307630115755,75.52660434587476,70.7698208337494,97.18037760769928,,
6,261.28323652885683,93.84640456365548,70.49552073605552,75.4700774006461,70.77202415395348,97.18662739222393,,
7,261.28323652885683,93.84640456365548,70.55084140512302,75.47296518054245,70.78162108010504,97.2262096390576,,
8,261.3581464918321,93.83423014792496,71.19372737433906,75.63911406380775,71.59995885828378,97.1838219031915,,
9,261.5715378614734,93.65162500462128,71.0769490485321,75.70233353936152,71.41322185618786,97.24737812401658,,
10,261.9295493654984,93.23546437548237,70.9744907092783,75.75733991316521,71.22343835578843,97.28597436017644,,
11,262.12280374920624,93.06503588043542,70.90277506090166,75.96742297963708,71.48402423650771,97.77008815216072,,
12,262.20976692842095,92.96558942416364,71.04702213825875,76.28689063907787,71.70978341342516,97.98478252022755,,
13,262.8944950244658,92.8341369303112,70.63514912619316,76.56827396451634,71.47381159380438,98.2926574416165,,
14,263.09121943355024,92.74404387770272,70.38921385601165,76.58768436517703,71.5240999067426,98.20894924112513,,
15,263.7172724859739,92.73752467244084,69.88638937108499,76.48936196814714,71.20135564894812,98.19098677850644,,
16,263.68152337156306,92.7240808546093,70.09070552182428,76.52948901791517,71.43453245192337,98.08791211632868,,
17,263.6843816421116,92.73710294700965,70.3514842117476,76.53011669383112,71.79707472969169,97.97085539341252,,
18,263.63351391634774,92.7653006658594,70.38143442458765,76.44384660714356,71.80534920187424,97.73805311310343,,
19,263.63962761427507,92.7926732830242,70.70665753129447,76.45936230164227,71.94764374139443,97.46659096319672,,
20,263.5540127489986,92.78338528570409,71.04933707901505,76.57453915675022,72.212405763651,97.32193659662109,,
21,264.2991513715529,92.85473164896467,71.05547872646616,76.66313932914306,72.2395316325525,97.29389091772138,,
22,263.5433905338939,92.67325000092144,72.79063037830477,77.74525336171153,74.32048176909122,97.71467091667276,,
23,263.70120973786175,92.93397583305516,72.74489290963172,77.84069389689813,74.47687825792813,97.76703439460935,,
24,263.0604409373127,93.16202513212345,73.43934684436147,78.3770321757481,75.24883461505179,97.95500593606656,,
25,262.8296145313229,93.53156335660208,73.82321554706142,78.56430656747197,75.83030756941457,98.014987285159,,
26,263.17440101172025,93.73261625342111,73.90613951694948,78.94583638869578,76.24201592780948,98.19474874668354,,
27,263.51314383061515,94.1610651575917,73.89923067240149,78.98777198470843,76.39794798264208,98.21502114130764,,
28,263.5260823372724,94.55318877019924,73.30841594593075,79.17493543123999,76.18287453888705,98.33411833083002,,
29,262.89963393860785,94.7396724966446,73.87585195589922,79.08108853771564,76.78484079920004,97.99792019174504,,
30,262.2700659121595,94.94558552186386,73.89662135603534,79.29829997235298,77.33765318128636,97.95300458884768,,
31,262.503323434551,95.07305103965564,73.91461351103413,79.3009356703693,77.21189044061742,98.01392774282084,,
32,262.45292161962976,95.12868160746294,73.53156168660513,79.3098591240226,76.95306199004648,98.1030007247145,,
33,262.1755106555973,95.15043496861952,73.8382139001146,79.45612649418736,77.30589570807945,98.4274687098681,,
34,262.6517895256552,95.29644128576685,73.83975251664576,79.53698054301556,77.07528031503692,98.5242493663994,,
35,263.0937092266197,95.40614888799026,73.66991002906143,79.69803004758394,77.06453010227034,98.70430455441166,,
36,263.5377905084166,95.54455274507283,73.4955142506216,79.84803680265024,76.7320439966186,98.9611294539523,,
37,263.93771135567454,95.67573451268495,73.22020960298335,79.91913397846558,76.30748313548882,99.12366361817222,,
38,264.0639577524095,95.68627406873996,73.10125881291418,79.90255852018873,76.18819500691941,99.13807083911152,,
39,264.1191961309018,95.68508091219732,73.04660780333798,79.89492466965851,76.13338856668749,99.14470550992016,,
40,264.4895028958532,95.68321390218097,73.14723462864184,80.20956258171644,76.13669187518416,99.44652916921537,,
41,264.2518203814785,95.54909571762568,73.3209597897969,80.49548514994174,76.66306916117361,99.49219906984771,,
42,263.54942331876856,95.21145979972934,73.25225899282476,80.02455076752044,76.37450878349507,99.18977133281854,,
43,262.9199047374639,95.14404659860172,73.648699136327,79.96903745157219,76.760169641372,98.94479011298948,,
44,262.8984287103189,94.99796559870803,73.68039207225394,79.62333149265503,76.798823817161,98.55585491400218,,
45,262.8348083784684,95.05198337308155,73.7582560801701,79.32553834514604,76.78051528918895,98.46456025386937,,
46,262.88262568143864,95.1685330877635,73.81236262505142,79.10497018027189,76.72910119076988,98.20255317758703,,
47,262.8714149504401,95.19101496779432,73.8137860885119,79.1493249925193,76.6691377935972,98.22111005373992,,
48,262.63400938931466,95.20245219798072,73.92881440543461,79.27088019103921,76.76091543212078,98.34294860360149,,
49,262.67517379338585,95.21519693942643,73.88717218472807,79.33036582971421,76.72529076898986,98.35032805369752,,
50,262.49540975753735,95.23511956350217,73.9193330451741,79.43414383764595,76.68484443298576,98.29846630514032,,
51,262.53027048058846,95.16416702120064,74.30775799259607,79.4900995303019,76.92538234910131,98.28182211002851,,
52,262.29762172077307,95.15849898974504,74.21930041706374,79.52333834780508,76.76992340875869,98.0465452354937,,
53,262.69900200892863,95.15917698343982,74.1916622345706,79.62957484749448,76.63746542372178,97.94094518816703,,
54,261.9664242862987,95.1717537403532,74.65275362107074,79.72627598076934,77.1209406172585,97.944981518026,,
55,261.73298739057554,95.25125070890309,74.48221772000753,79.43608068452342,77.13990209905174,97.94159701750958,,
56,261.6629969211496,95.25367257184868,74.55257379799338,79.44256186788041,77.20929783597914,97.9309604295744,,
57,261.59738677376924,95.25842390241924,74.55293726873485,79.44106319620005,77.20902415845075,97.92950247500562,,
58,261.65797246651306,95.35877807824802,74.62921082146968,79.37122409841439,77.12284733869663,97.77352061838148,,
59,261.5541917912948,95.37551483467408,74.53553388238745,79.28002860360847,77.08876475431852,97.721605227281,,
60,261.7878808748997,95.39532336166847,74.20251742977194,79.2313447332743,76.3426997605942,97.7268219947126,,
61,261.7267060279204,95.39658818280483,74.10510169678886,79.0374446435154,76.05643329546551,97.66170757402294,,
62,261.7925627570324,95.37555675557002,73.54671177265745,78.72412273522801,75.32627611779667,97.69555061572616,,
63,261.91520575538993,95.05425899993652,73.33735276745695,78.50417868747118,74.90542550935842,97.62669619611374,,
64,262.10968293156503,93.60494063267328,72.56964086657644,78.36629173199091,74.56062595385721,97.64814494541815,,
65,262.88357401124017,92.39130604050186,71.79230405145228,76.90495076240526,73.25572418367138,96.56277845968592,,
66,263.0234797044585,91.42243038940217,71.86331434069496,75.70297530617239,72.91891283129247,95.52460828924714,,
67,263.0464162328604,90.59416611139682,71.93673583283223,74.84725555521364,72.83867977432428,94.8283442885254,,
68,264.1963691244597,89.61188059808524,71.82878458340342,74.3257747321193,72.7916630134739,94.36836592103752,,
69,263.75743670649496,89.7087203532939,71.9269911945017,74.15728131824241,72.95837074615181,94.08676252235468,,
70,263.75743670649496,89.7087203532939,71.83113347197597,74.28392290990459,72.75448521641648,94.09823471748496,,
71,263.6258971512582,89.81424672821115,71.59717276052248,74.5474357138775,72.79495965611818,94.53173200299636,,
72,262.99710234504323,89.99385016494806,70.78607285687742,74.36587148169869,71.78866894211995,94.59539072849908,,
73,262.4325271529899,89.99383693471185,69.72201487529888,74.35210926075025,71.01332903478023,95.08264906379596,,
74,261.98919818744025,90.0556281970169,68.16158940996213,75.65861841315584,70.29414106710004,96.44922821268636,,
75,263.3861878297626,90.28677091407938,65.7219148647967,77.36521156157909,67.62599273485147,97.54081722323676,,
76,263.4593085002824,90.43961973335486,64.15359360763684,77.27670861149286,67.56575452120755,98.48437261931342,,
77,263.47722872604817,90.79988594323612,62.5417082479626,76.87573293267147,66.60478963657287,99.09274475047864,13.088172660857738,63.505269857496586
78,263.8520077984741,91.07917961435054,61.94062208936689,77.74814316205146,66.38285707194838,99.58349216988576,,
79,263.9144259505569,91.4660741701304,61.3860843374199,78.25570877324427,65.22251218376167,100.18939040321786,13.12609532084501,66.41358847629694
80,262.9924603924836,91.65961316617164,61.81132242702096,79.34002422457658,64.93166055896313,101.96273522524623,14.068114174961178,72.41208335104552
81,262.6809923925805,91.68053394303854,61.49917507966909,79.28528008477436,64.38115033931176,102.10947107969528,13.797346715143966,72.40317646717688
82,263.1063467665112,91.67781630801272,60.98518113722244,79.19389304269251,63.204734074000775,102.33837785981896,14.713319124424372,73.53100749904111
83,264.16277261846795,91.44132914059156,60.41982226183978,80.02894522262112,62.24965861729098,103.44901651829323,15.495183194821,74.27706391031602
84,264.15940888988774,91.36852083317716,60.732124080593394,80.31588024752807,62.65661258021823,103.59099137106362,15.522336845465915,73.92487742026961
85,265.0709199439437,91.22600516140892,60.72648066637162,80.73647144803742,62.8192596894153,104.1915931326162,15.891651821959512,73.32865192217344
86,265.67917557279475,91.09289993137892,60.69642762763105,81.3070446094309,63.86792065620309,104.8373807403276,16.201766058762317,70.94428555177379
