,RKNE_RANK_length,RKNE_RANK_orientation,RANK_RD3M_length,RANK_RD3M_orientation,RANK_RD1M_length,RANK_RD1M_orientation,RD1M_RHLX_length,RD1M_RHLX_orientation
0,296.7269460309405,77.38083058485311,64.1198567165161,136.0490888532027,63.946201434144086,120.75325416853757,20.534832346215147,180.26387888937592
1,296.0883207792609,77.38881979377632,64.19632481290208,135.97833953265987,64.20103583021663,120.61802771045816,20.56079694322493,177.10819956873593
2,295.96733541907776,77.38357965241514,64.19632481290208,135.97833953265987,64.22522553146302,120.60525712560649,20.61294917562993,175.00331414253628
3,295.55213134399827,77.58904316085075,63.76922188789008,135.52397952952668,63.723358741897,119.5147872540813,20.75114318083993,175.0366737658498
4,295.5852769708573,77.50844304397648,63.678853250878326,135.4160668556746,63.70019887809884,119.37309790968732,20.75114318083993,175.0366737658498
5,295.416485189646,77.45669358036767,63.39701036727263,135.67510716364404,63.68151386466022,119.18194724411708,20.9296069741758,175.5961077910785
6,295.416485189646,77.45669358036767,62.99054955562277,135.52310590578398,63.165569378354505,118.67637781193956,21.544968152253706,175.9390674677456
7,296.516602112608,77.17458500116905,62.82668521720271,137.06421359422194,62.999370902663,120.43511908465858,21.60268752730086,175.71482988885475
8,296.78092201371874,77.51219031040814,62.28808842530398,137.7945580373624,62.123478912857,121.06453593667818,21.542765356441254,179.6223343868018
9,296.47071314413023,77.49891257672301,62.331200548767576,137.75087968762617,61.9595232483994,121.15591168890928,21.544258823485187,179.22684797641747
10,295.5031840890932,77.45731637090594,62.15647811717281,137.6044183490303,62.28240784156,121.64753982976394,21.30689843376685,179.21248945957262
11,295.41089323689897,77.4996328428897,61.44966725125189,136.84230641259538,61.68510265679264,120.81795608918016,21.308292559586235,178.9754439113727
12,295.0350819238869,77.29506391516661,61.45388317480992,135.99663940430432,61.61532892417118,119.91395346087756,21.31188713874884,178.5313202092811
13,295.1316108202669,77.74867223000851,60.69502690928481,133.38504658626272,61.07571889665555,117.22797813675982,20.80310988212651,177.57532091417872
14,294.2914623638451,78.28184602794843,60.24232028643014,129.90138561000768,60.83222558394927,114.15887517030792,19.582216124568934,175.15551517594756
15,292.8124001728685,79.41739746971645,58.73493894797157,126.68309170855798,60.18826573387714,110.49401607663094,18.068196697754537,174.74847683287896
16,293.8320304673599,80.83767872781468,58.96462198332939,123.16659549473266,61.11540005876712,106.3809790699593,17.707838831372033,174.64129779221483
17,295.84861985049395,81.39352839914311,62.64033067810887,122.28014647609238,63.25413792360613,105.67611317654256,17.396981102565217,171.4521184679611
18,295.17208519646795,81.37365212348749,65.97542293869044,120.6663822715482,66.33691990762144,104.68734131278696,17.10298760113149,162.4089415734927
19,296.24706783229084,81.4037172328893,68.87591133503176,119.40506666360976,69.0202727563069,103.2059736360579,17.372904675365717,156.8912292200448
20,295.3548097930382,80.76204854131427,71.28118121968869,118.67776765070398,70.79560654483244,102.8567480341563,17.359022375581468,152.39332296580656
21,296.2211996316461,79.48752054021952,72.12228080564276,118.35582704649433,71.57153232241201,102.71501700706284,17.446947032335686,151.22645262167833
22,295.1498726044211,78.47183046367452,73.91920677878542,115.53964985897154,74.01763049389298,100.40507645282558,17.391892263889808,150.8575717601229
23,295.9175353779606,77.41896402914789,74.37747652636861,113.77206579693356,74.82474123391138,98.57235397410962,17.566802745644264,147.98660610476054
24,296.4321460552943,76.63653218358878,74.58156543356057,112.48534021291452,75.392376745931,97.36559215926798,17.24762968099037,147.5449201364883
